avaliacao_id,aluno_id,disciplina,nota,data
9576,479,Português,66.3,2024-11-10
9577,479,Matemática,70.9,2024-11-10
9578,479,Ciências,80.7,2024-11-10
9579,479,História,89.3,2024-11-10
9580,479,Geografia,53.3,2024-11-10
9581,480,Português,76.4,2024-03-15
9582,480,Matemática,31.3,2024-03-15
9583,480,Ciências,51.1,2024-03-15
9584,480,História,73.5,2024-03-15
9585,480,Geografia,47.3,2024-03-15
9586,480,Português,76.2,2024-05-20
9587,480,Matemática,34.8,2024-05-20
9588,480,Ciências,65.2,2024-05-20
9589,480,História,65.8,2024-05-20
9590,480,Geografia,65.5,2024-05-20
9591,480,Português,52.0,2024-08-25
9592,480,Matemática,29.2,2024-08-25
9593,480,Ciências,64.4,2024-08-25
9594,480,História,80.0,2024-08-25
9595,480,Geografia,78.7,2024-08-25
9596,480,Português,88.7,2024-11-10
9597,480,Matemática,41.1,2024-11-10
9598,480,Ciências,100.0,2024-11-10
9599,480,História,51.6,2024-11-10
9600,480,Geografia,76.4,2024-11-10
9601,481,Português,69.2,2024-03-15
9602,481,Matemática,49.9,2024-03-15
9603,481,Ciências,68.2,2024-03-15
9604,481,História,61.2,2024-03-15
9605,481,Geografia,61.4,2024-03-15
9606,481,Português,57.7,2024-05-20
9607,481,Matemática,6.2,2024-05-20
9608,481,Ciências,74.3,2024-05-20
9609,481,História,61.1,2024-05-20
9610,481,Geografia,70.5,2024-05-20
9611,481,Português,64.9,2024-08-25
9612,481,Matemática,30.3,2024-08-25
9613,481,Ciências,75.1,2024-08-25
9614,481,História,50.4,2024-08-25
9615,481,Geografia,82.5,2024-08-25
9616,481,Português,63.0,2024-11-10
9617,481,Matemática,95.0,2024-11-10
9618,481,Ciências,100.0,2024-11-10
9619,481,História,79.7,2024-11-10
9620,481,Geografia,82.4,2024-11-10
9621,482,Português,57.1,2024-03-15
9622,482,Matemática,80.0,2024-03-15
9623,482,Ciências,65.6,2024-03-15
9624,482,História,67.4,2024-03-15
9625,482,Geografia,61.6,2024-03-15
9626,482,Português,61.4,2024-05-20
9627,482,Matemática,20.2,2024-05-20
9628,482,Ciências,33.6,2024-05-20
9629,482,História,56.2,2024-05-20
9630,482,Geografia,42.4,2024-05-20
9631,482,Português,60.0,2024-08-25
9632,482,Matemática,39.7,2024-08-25
9633,482,Ciências,46.1,2024-08-25
9634,482,História,77.9,2024-08-25
9635,482,Geografia,88.0,2024-08-25
9636,482,Português,30.0,2024-11-10
9637,482,Matemática,36.4,2024-11-10
9638,482,Ciências,60.5,2024-11-10
9639,482,História,83.7,2024-11-10
9640,482,Geografia,68.9,2024-11-10
9641,483,Português,59.6,2024-03-15
9642,483,Matemática,33.0,2024-03-15
9643,483,Ciências,74.4,2024-03-15
9644,483,História,68.1,2024-03-15
9645,483,Geografia,71.6,2024-03-15
9646,483,Português,48.8,2024-05-20
9647,483,Matemática,35.3,2024-05-20
9648,483,Ciências,75.0,2024-05-20
9649,483,História,62.0,2024-05-20
9650,483,Geografia,56.2,2024-05-20
9651,483,Português,54.6,2024-08-25
9652,483,Matemática,60.2,2024-08-25
9653,483,Ciências,55.7,2024-08-25
9654,483,História,64.8,2024-08-25
9655,483,Geografia,91.2,2024-08-25
9656,483,Português,87.0,2024-11-10
9657,483,Matemática,40.4,2024-11-10
9658,483,Ciências,84.4,2024-11-10
9659,483,História,49.5,2024-11-10
9660,483,Geografia,66.0,2024-11-10
9661,484,Português,80.7,2024-03-15
9662,484,Matemática,18.0,2024-03-15
9663,484,Ciências,52.4,2024-03-15
9664,484,História,54.4,2024-03-15
9665,484,Geografia,57.0,2024-03-15
9666,484,Português,58.5,2024-05-20
9667,484,Matemática,45.2,2024-05-20
9668,484,Ciências,50.8,2024-05-20
9669,484,História,64.3,2024-05-20
9670,484,Geografia,59.9,2024-05-20
9671,484,Português,64.1,2024-08-25
9672,484,Matemática,27.2,2024-08-25
9673,484,Ciências,67.4,2024-08-25
9674,484,História,48.4,2024-08-25
9675,484,Geografia,64.9,2024-08-25
9676,484,Português,34.5,2024-11-10
9677,484,Matemática,31.9,2024-11-10
9678,484,Ciências,82.3,2024-11-10
9679,484,História,46.5,2024-11-10
9680,484,Geografia,80.4,2024-11-10
9681,485,Português,71.4,2024-03-15
9682,485,Matemática,77.9,2024-03-15
9683,485,Ciências,71.4,2024-03-15
9684,485,História,53.5,2024-03-15
9685,485,Geografia,49.6,2024-03-15
9686,485,Português,82.7,2024-05-20
9687,485,Matemática,51.6,2024-05-20
9688,485,Ciências,76.5,2024-05-20
9689,485,História,85.1,2024-05-20
9690,485,Geografia,59.2,2024-05-20
9691,485,Português,59.9,2024-08-25
9692,485,Matemática,41.3,2024-08-25
9693,485,Ciências,100.0,2024-08-25
9694,485,História,95.1,2024-08-25
9695,485,Geografia,77.5,2024-08-25
9696,485,Português,86.0,2024-11-10
9697,485,Matemática,38.9,2024-11-10
9698,485,Ciências,45.0,2024-11-10
9699,485,História,92.5,2024-11-10
9700,485,Geografia,71.9,2024-11-10
9701,486,Português,60.0,2024-03-15
9702,486,Matemática,43.8,2024-03-15
9703,486,Ciências,49.1,2024-03-15
9704,486,História,64.2,2024-03-15
9705,486,Geografia,69.2,2024-03-15
9706,486,Português,71.9,2024-05-20
9707,486,Matemática,65.7,2024-05-20
9708,486,Ciências,80.8,2024-05-20
9709,486,História,62.9,2024-05-20
9710,486,Geografia,66.4,2024-05-20
9711,486,Português,54.3,2024-08-25
9712,486,Matemática,15.6,2024-08-25
9713,486,Ciências,68.3,2024-08-25
9714,486,História,63.5,2024-08-25
9715,486,Geografia,69.3,2024-08-25
9716,486,Português,51.7,2024-11-10
9717,486,Matemática,14.5,2024-11-10
9718,486,Ciências,68.0,2024-11-10
9719,486,História,63.8,2024-11-10
9720,486,Geografia,72.0,2024-11-10
9721,487,Português,65.9,2024-03-15
9722,487,Matemática,48.7,2024-03-15
9723,487,Ciências,60.6,2024-03-15
9724,487,História,37.4,2024-03-15
9725,487,Geografia,68.0,2024-03-15
9726,487,Português,76.8,2024-05-20
9727,487,Matemática,20.8,2024-05-20
9728,487,Ciências,71.4,2024-05-20
9729,487,História,71.7,2024-05-20
9730,487,Geografia,59.0,2024-05-20
9731,487,Português,53.2,2024-08-25
9732,487,Matemática,44.6,2024-08-25
9733,487,Ciências,82.8,2024-08-25
9734,487,História,51.8,2024-08-25
9735,487,Geografia,86.0,2024-08-25
9736,487,Português,58.3,2024-11-10
9737,487,Matemática,27.4,2024-11-10
9738,487,Ciências,49.6,2024-11-10
9739,487,História,55.2,2024-11-10
9740,487,Geografia,61.8,2024-11-10
9741,488,Português,78.5,2024-03-15
9742,488,Matemática,46.7,2024-03-15
9743,488,Ciências,56.2,2024-03-15
9744,488,História,77.3,2024-03-15
9745,488,Geografia,62.9,2024-03-15
9746,488,Português,71.2,2024-05-20
9747,488,Matemática,27.9,2024-05-20
9748,488,Ciências,41.7,2024-05-20
9749,488,História,57.7,2024-05-20
9750,488,Geografia,78.3,2024-05-20
9751,488,Português,72.6,2024-08-25
9752,488,Matemática,14.1,2024-08-25
9753,488,Ciências,70.1,2024-08-25
9754,488,História,47.3,2024-08-25
9755,488,Geografia,47.7,2024-08-25
9756,488,Português,70.4,2024-11-10
9757,488,Matemática,68.8,2024-11-10
9758,488,Ciências,57.2,2024-11-10
9759,488,História,71.2,2024-11-10
9760,488,Geografia,69.4,2024-11-10
9761,489,Português,64.5,2024-03-15
9762,489,Matemática,52.5,2024-03-15
9763,489,Ciências,51.5,2024-03-15
9764,489,História,52.1,2024-03-15
9765,489,Geografia,68.2,2024-03-15
9766,489,Português,80.6,2024-05-20
9767,489,Matemática,42.2,2024-05-20
9768,489,Ciências,36.2,2024-05-20
9769,489,História,60.5,2024-05-20
9770,489,Geografia,82.0,2024-05-20
9771,489,Português,66.5,2024-08-25
9772,489,Matemática,36.4,2024-08-25
9773,489,Ciências,71.4,2024-08-25
9774,489,História,61.2,2024-08-25
9775,489,Geografia,70.3,2024-08-25
9776,489,Português,45.2,2024-11-10
9777,489,Matemática,53.3,2024-11-10
9778,489,Ciências,85.7,2024-11-10
9779,489,História,68.6,2024-11-10
9780,489,Geografia,52.0,2024-11-10
9781,490,Português,73.5,2024-03-15
9782,490,Matemática,90.1,2024-03-15
9783,490,Ciências,63.4,2024-03-15
9784,490,História,72.0,2024-03-15
9785,490,Geografia,55.3,2024-03-15
9786,490,Português,72.1,2024-05-20
9787,490,Matemática,27.2,2024-05-20
9788,490,Ciências,81.1,2024-05-20
9789,490,História,59.4,2024-05-20
9790,490,Geografia,67.0,2024-05-20
9791,490,Português,68.2,2024-08-25
9792,490,Matemática,42.3,2024-08-25
9793,490,Ciências,42.3,2024-08-25
9794,490,História,84.6,2024-08-25
9795,490,Geografia,52.7,2024-08-25
9796,490,Português,88.3,2024-11-10
9797,490,Matemática,48.8,2024-11-10
9798,490,Ciências,59.1,2024-11-10
9799,490,História,55.5,2024-11-10
9800,490,Geografia,73.7,2024-11-10
9801,491,Português,67.8,2024-03-15
9802,491,Matemática,64.5,2024-03-15
9803,491,Ciências,98.3,2024-03-15
9804,491,História,90.9,2024-03-15
9805,491,Geografia,78.2,2024-03-15
9806,491,Português,85.3,2024-05-20
9807,491,Matemática,49.8,2024-05-20
9808,491,Ciências,52.9,2024-05-20
9809,491,História,23.5,2024-05-20
9810,491,Geografia,47.2,2024-05-20
9811,491,Português,73.8,2024-08-25
9812,491,Matemática,59.7,2024-08-25
9813,491,Ciências,70.9,2024-08-25
9814,491,História,78.0,2024-08-25
9815,491,Geografia,56.4,2024-08-25
9816,491,Português,27.8,2024-11-10
9817,491,Matemática,60.7,2024-11-10
9818,491,Ciências,75.4,2024-11-10
9819,491,História,59.6,2024-11-10
9820,491,Geografia,81.4,2024-11-10
9821,492,Português,53.3,2024-03-15
9822,492,Matemática,86.7,2024-03-15
9823,492,Ciências,76.6,2024-03-15
9824,492,História,59.8,2024-03-15
9825,492,Geografia,57.9,2024-03-15
9826,492,Português,80.8,2024-05-20
9827,492,Matemática,74.1,2024-05-20
9828,492,Ciências,91.1,2024-05-20
9829,492,História,38.4,2024-05-20
9830,492,Geografia,62.3,2024-05-20
9831,492,Português,74.4,2024-08-25
9832,492,Matemática,69.4,2024-08-25
9833,492,Ciências,73.0,2024-08-25
9834,492,História,41.1,2024-08-25
9835,492,Geografia,62.7,2024-08-25
9836,492,Português,84.2,2024-11-10
9837,492,Matemática,12.7,2024-11-10
9838,492,Ciências,71.2,2024-11-10
9839,492,História,56.9,2024-11-10
9840,492,Geografia,64.4,2024-11-10
9841,493,Português,65.5,2024-03-15
9842,493,Matemática,29.5,2024-03-15
9843,493,Ciências,74.1,2024-03-15
9844,493,História,52.1,2024-03-15
9845,493,Geografia,91.5,2024-03-15
9846,493,Português,44.7,2024-05-20
9847,493,Matemática,72.0,2024-05-20
9848,493,Ciências,79.0,2024-05-20
9849,493,História,61.3,2024-05-20
9850,493,Geografia,76.9,2024-05-20
9851,493,Português,79.8,2024-08-25
9852,493,Matemática,62.7,2024-08-25
9853,493,Ciências,77.3,2024-08-25
9854,493,História,52.9,2024-08-25
9855,493,Geografia,78.3,2024-08-25
9856,493,Português,60.9,2024-11-10
9857,493,Matemática,24.9,2024-11-10
9858,493,Ciências,34.6,2024-11-10
9859,493,História,49.1,2024-11-10
9860,493,Geografia,53.3,2024-11-10
9861,494,Português,67.1,2024-03-15
9862,494,Matemática,48.6,2024-03-15
9863,494,Ciências,50.9,2024-03-15
9864,494,História,71.8,2024-03-15
9865,494,Geografia,83.8,2024-03-15
9866,494,Português,81.7,2024-05-20
9867,494,Matemática,45.8,2024-05-20
9868,494,Ciências,87.4,2024-05-20
9869,494,História,65.5,2024-05-20
9870,494,Geografia,47.4,2024-05-20
9871,494,Português,54.6,2024-08-25
9872,494,Matemática,46.2,2024-08-25
9873,494,Ciências,65.2,2024-08-25
9874,494,História,54.0,2024-08-25
9875,494,Geografia,53.1,2024-08-25
9876,494,Português,76.1,2024-11-10
9877,494,Matemática,41.9,2024-11-10
9878,494,Ciências,74.9,2024-11-10
9879,494,História,65.9,2024-11-10
9880,494,Geografia,93.0,2024-11-10
9881,495,Português,66.4,2024-03-15
9882,495,Matemática,31.8,2024-03-15
9883,495,Ciências,87.0,2024-03-15
9884,495,História,55.7,2024-03-15
9885,495,Geografia,61.4,2024-03-15
9886,495,Português,61.1,2024-05-20
9887,495,Matemática,38.3,2024-05-20
9888,495,Ciências,69.2,2024-05-20
9889,495,História,39.8,2024-05-20
9890,495,Geografia,66.4,2024-05-20
9891,495,Português,58.9,2024-08-25
9892,495,Matemática,48.2,2024-08-25
9893,495,Ciências,57.1,2024-08-25
9894,495,História,43.4,2024-08-25
9895,495,Geografia,48.4,2024-08-25
9896,495,Português,45.0,2024-11-10
9897,495,Matemática,29.4,2024-11-10
9898,495,Ciências,65.4,2024-11-10
9899,495,História,62.8,2024-11-10
9900,495,Geografia,40.8,2024-11-10
9901,496,Português,80.5,2024-03-15
9902,496,Matemática,24.5,2024-03-15
9903,496,Ciências,68.1,2024-03-15
9904,496,História,44.0,2024-03-15
9905,496,Geografia,63.6,2024-03-15
9906,496,Português,80.4,2024-05-20
9907,496,Matemática,49.6,2024-05-20
9908,496,Ciências,69.8,2024-05-20
9909,496,História,64.6,2024-05-20
9910,496,Geografia,77.1,2024-05-20
9911,496,Português,72.2,2024-08-25
9912,496,Matemática,66.2,2024-08-25
9913,496,Ciências,70.9,2024-08-25
9914,496,História,56.2,2024-08-25
9915,496,Geografia,78.3,2024-08-25
9916,496,Português,68.6,2024-11-10
9917,496,Matemática,55.1,2024-11-10
9918,496,Ciências,52.6,2024-11-10
9919,496,História,50.5,2024-11-10
9920,496,Geografia,73.1,2024-11-10
9921,497,Português,59.4,2024-03-15
9922,497,Matemática,33.3,2024-03-15
9923,497,Ciências,74.7,2024-03-15
9924,497,História,83.0,2024-03-15
9925,497,Geografia,65.5,2024-03-15
9926,497,Português,39.1,2024-05-20
9927,497,Matemática,15.7,2024-05-20
9928,497,Ciências,80.3,2024-05-20
9929,497,História,60.4,2024-05-20
9930,497,Geografia,28.7,2024-05-20
9931,497,Português,68.9,2024-08-25
9932,497,Matemática,24.6,2024-08-25
9933,497,Ciências,73.8,2024-08-25
9934,497,História,79.7,2024-08-25
9935,497,Geografia,57.5,2024-08-25
9936,497,Português,58.3,2024-11-10
9937,497,Matemática,78.2,2024-11-10
9938,497,Ciências,91.9,2024-11-10
9939,497,História,59.0,2024-11-10
9940,497,Geografia,64.0,2024-11-10
9941,498,Português,67.6,2024-03-15
9942,498,Matemática,46.2,2024-03-15
9943,498,Ciências,64.1,2024-03-15
9944,498,História,68.7,2024-03-15
9945,498,Geografia,43.5,2024-03-15
9946,498,Português,43.9,2024-05-20
9947,498,Matemática,18.7,2024-05-20
9948,498,Ciências,66.4,2024-05-20
9949,498,História,20.4,2024-05-20
9950,498,Geografia,54.2,2024-05-20
9951,498,Português,84.0,2024-08-25
9952,498,Matemática,26.9,2024-08-25
9953,498,Ciências,38.4,2024-08-25
9954,498,História,81.0,2024-08-25
9955,498,Geografia,45.6,2024-08-25
9956,498,Português,57.8,2024-11-10
9957,498,Matemática,33.2,2024-11-10
9958,498,Ciências,65.5,2024-11-10
9959,498,História,78.8,2024-11-10
9960,498,Geografia,61.6,2024-11-10
9961,499,Português,61.7,2024-03-15
9962,499,Matemática,29.0,2024-03-15
9963,499,Ciências,96.4,2024-03-15
9964,499,História,65.4,2024-03-15
9965,499,Geografia,60.2,2024-03-15
9966,499,Português,85.5,2024-05-20
9967,499,Matemática,46.1,2024-05-20
9968,499,Ciências,88.8,2024-05-20
9969,499,História,82.4,2024-05-20
9970,499,Geografia,72.7,2024-05-20
9971,499,Português,50.6,2024-08-25
9972,499,Matemática,67.1,2024-08-25
9973,499,Ciências,55.3,2024-08-25
9974,499,História,71.7,2024-08-25
9975,499,Geografia,72.3,2024-08-25
9976,499,Português,45.0,2024-11-10
9977,499,Matemática,18.7,2024-11-10
9978,499,Ciências,69.3,2024-11-10
9979,499,História,65.2,2024-11-10
9980,499,Geografia,62.0,2024-11-10
9981,500,Português,72.4,2024-03-15
9982,500,Matemática,67.1,2024-03-15
9983,500,Ciências,73.1,2024-03-15
9984,500,História,70.3,2024-03-15
9985,500,Geografia,28.0,2024-03-15
9986,500,Português,52.0,2024-05-20
9987,500,Matemática,58.5,2024-05-20
9988,500,Ciências,48.9,2024-05-20
9989,500,História,76.4,2024-05-20
9990,500,Geografia,76.0,2024-05-20
9991,500,Português,83.5,2024-08-25
9992,500,Matemática,56.5,2024-08-25
9993,500,Ciências,78.0,2024-08-25
9994,500,História,77.6,2024-08-25
9995,500,Geografia,49.5,2024-08-25
9996,500,Português,46.9,2024-11-10
9997,500,Matemática,38.9,2024-11-10
9998,500,Ciências,51.4,2024-11-10
9999,500,História,82.3,2024-11-10
10000,500,Geografia,36.8,2024-11-10
10001,501,Português,52.6,2024-03-15
10002,501,Matemática,59.1,2024-03-15
10003,501,Ciências,63.2,2024-03-15
10004,501,História,91.4,2024-03-15
10005,501,Geografia,50.4,2024-03-15
10006,501,Português,51.6,2024-05-20
10007,501,Matemática,72.9,2024-05-20
10008,501,Ciências,48.7,2024-05-20
10009,501,História,100.0,2024-05-20
10010,501,Geografia,77.0,2024-05-20
10011,501,Português,70.6,2024-08-25
10012,501,Matemática,53.4,2024-08-25
10013,501,Ciências,70.8,2024-08-25
10014,501,História,52.6,2024-08-25
10015,501,Geografia,57.7,2024-08-25
10016,501,Português,73.2,2024-11-10
10017,501,Matemática,61.9,2024-11-10
10018,501,Ciências,98.6,2024-11-10
10019,501,História,88.9,2024-11-10
10020,501,Geografia,42.0,2024-11-10
10021,502,Português,59.3,2024-03-15
10022,502,Matemática,66.0,2024-03-15
10023,502,Ciências,65.0,2024-03-15
10024,502,História,62.0,2024-03-15
10025,502,Geografia,37.9,2024-03-15
10026,502,Português,56.6,2024-05-20
10027,502,Matemática,53.0,2024-05-20
10028,502,Ciências,51.4,2024-05-20
10029,502,História,80.6,2024-05-20
10030,502,Geografia,73.6,2024-05-20
10031,502,Português,64.1,2024-08-25
10032,502,Matemática,60.6,2024-08-25
10033,502,Ciências,46.9,2024-08-25
10034,502,História,82.6,2024-08-25
10035,502,Geografia,70.1,2024-08-25
10036,502,Português,62.7,2024-11-10
10037,502,Matemática,39.9,2024-11-10
10038,502,Ciências,55.7,2024-11-10
10039,502,História,84.7,2024-11-10
10040,502,Geografia,63.8,2024-11-10
10041,503,Português,75.5,2024-03-15
10042,503,Matemática,35.0,2024-03-15
10043,503,Ciências,53.1,2024-03-15
10044,503,História,75.7,2024-03-15
10045,503,Geografia,49.8,2024-03-15
10046,503,Português,56.5,2024-05-20
10047,503,Matemática,63.4,2024-05-20
10048,503,Ciências,64.6,2024-05-20
10049,503,História,58.3,2024-05-20
10050,503,Geografia,42.5,2024-05-20
10051,503,Português,43.9,2024-08-25
10052,503,Matemática,32.6,2024-08-25
10053,503,Ciências,54.0,2024-08-25
10054,503,História,47.6,2024-08-25
10055,503,Geografia,42.7,2024-08-25
10056,503,Português,58.3,2024-11-10
10057,503,Matemática,44.4,2024-11-10
10058,503,Ciências,60.6,2024-11-10
10059,503,História,73.0,2024-11-10
10060,503,Geografia,56.8,2024-11-10
10061,504,Português,47.6,2024-03-15
10062,504,Matemática,43.1,2024-03-15
10063,504,Ciências,93.3,2024-03-15
10064,504,História,59.0,2024-03-15
10065,504,Geografia,62.4,2024-03-15
10066,504,Português,59.8,2024-05-20
10067,504,Matemática,54.1,2024-05-20
10068,504,Ciências,74.6,2024-05-20
10069,504,História,68.7,2024-05-20
10070,504,Geografia,53.3,2024-05-20
10071,504,Português,87.6,2024-08-25
10072,504,Matemática,38.7,2024-08-25
10073,504,Ciências,35.5,2024-08-25
10074,504,História,73.9,2024-08-25
10075,504,Geografia,59.6,2024-08-25
10076,504,Português,56.1,2024-11-10
10077,504,Matemática,14.4,2024-11-10
10078,504,Ciências,62.8,2024-11-10
10079,504,História,47.5,2024-11-10
10080,504,Geografia,77.1,2024-11-10
10081,505,Português,88.6,2024-03-15
10082,505,Matemática,63.9,2024-03-15
10083,505,Ciências,67.5,2024-03-15
10084,505,História,81.3,2024-03-15
10085,505,Geografia,59.4,2024-03-15
10086,505,Português,40.7,2024-05-20
10087,505,Matemática,44.0,2024-05-20
10088,505,Ciências,55.2,2024-05-20
10089,505,História,65.6,2024-05-20
10090,505,Geografia,64.0,2024-05-20
10091,505,Português,59.9,2024-08-25
10092,505,Matemática,24.1,2024-08-25
10093,505,Ciências,53.5,2024-08-25
10094,505,História,34.9,2024-08-25
10095,505,Geografia,83.2,2024-08-25
10096,505,Português,77.9,2024-11-10
10097,505,Matemática,58.0,2024-11-10
10098,505,Ciências,75.8,2024-11-10
10099,505,História,63.2,2024-11-10
10100,505,Geografia,77.5,2024-11-10
10101,506,Português,67.9,2024-03-15
10102,506,Matemática,0.0,2024-03-15
10103,506,Ciências,69.3,2024-03-15
10104,506,História,73.2,2024-03-15
10105,506,Geografia,70.2,2024-03-15
10106,506,Português,74.6,2024-05-20
10107,506,Matemática,36.8,2024-05-20
10108,506,Ciências,43.5,2024-05-20
10109,506,História,66.7,2024-05-20
10110,506,Geografia,44.1,2024-05-20
10111,506,Português,39.3,2024-08-25
10112,506,Matemática,68.6,2024-08-25
10113,506,Ciências,87.6,2024-08-25
10114,506,História,39.1,2024-08-25
10115,506,Geografia,67.4,2024-08-25
10116,506,Português,31.4,2024-11-10
10117,506,Matemática,43.8,2024-11-10
10118,506,Ciências,41.4,2024-11-10
10119,506,História,76.6,2024-11-10
10120,506,Geografia,41.4,2024-11-10
10121,507,Português,58.3,2024-03-15
10122,507,Matemática,50.8,2024-03-15
10123,507,Ciências,77.9,2024-03-15
10124,507,História,68.8,2024-03-15
10125,507,Geografia,88.6,2024-03-15
10126,507,Português,69.2,2024-05-20
10127,507,Matemática,56.5,2024-05-20
10128,507,Ciências,99.5,2024-05-20
10129,507,História,64.7,2024-05-20
10130,507,Geografia,97.5,2024-05-20
10131,507,Português,40.0,2024-08-25
10132,507,Matemática,63.4,2024-08-25
10133,507,Ciências,56.7,2024-08-25
10134,507,História,59.7,2024-08-25
10135,507,Geografia,66.4,2024-08-25
10136,507,Português,59.3,2024-11-10
10137,507,Matemática,24.8,2024-11-10
10138,507,Ciências,45.6,2024-11-10
10139,507,História,42.6,2024-11-10
10140,507,Geografia,70.1,2024-11-10
10141,508,Português,66.8,2024-03-15
10142,508,Matemática,36.6,2024-03-15
10143,508,Ciências,74.5,2024-03-15
10144,508,História,85.8,2024-03-15
10145,508,Geografia,64.9,2024-03-15
10146,508,Português,32.9,2024-05-20
10147,508,Matemática,39.4,2024-05-20
10148,508,Ciências,64.6,2024-05-20
10149,508,História,66.3,2024-05-20
10150,508,Geografia,70.2,2024-05-20
10151,508,Português,48.0,2024-08-25
10152,508,Matemática,47.8,2024-08-25
10153,508,Ciências,54.5,2024-08-25
10154,508,História,86.3,2024-08-25
10155,508,Geografia,41.7,2024-08-25
10156,508,Português,72.5,2024-11-10
10157,508,Matemática,34.6,2024-11-10
10158,508,Ciências,39.1,2024-11-10
10159,508,História,70.3,2024-11-10
10160,508,Geografia,81.5,2024-11-10
10161,509,Português,43.8,2024-03-15
10162,509,Matemática,52.5,2024-03-15
10163,509,Ciências,40.2,2024-03-15
10164,509,História,68.6,2024-03-15
10165,509,Geografia,52.8,2024-03-15
10166,509,Português,59.0,2024-05-20
10167,509,Matemática,33.5,2024-05-20
10168,509,Ciências,58.2,2024-05-20
10169,509,História,70.5,2024-05-20
10170,509,Geografia,40.0,2024-05-20
10171,509,Português,56.7,2024-08-25
10172,509,Matemática,86.5,2024-08-25
10173,509,Ciências,65.1,2024-08-25
10174,509,História,75.9,2024-08-25
10175,509,Geografia,48.3,2024-08-25
10176,509,Português,77.2,2024-11-10
10177,509,Matemática,56.4,2024-11-10
10178,509,Ciências,50.8,2024-11-10
10179,509,História,76.4,2024-11-10
10180,509,Geografia,71.4,2024-11-10
10181,510,Português,95.9,2024-03-15
10182,510,Matemática,28.3,2024-03-15
10183,510,Ciências,70.8,2024-03-15
10184,510,História,73.1,2024-03-15
10185,510,Geografia,56.8,2024-03-15
10186,510,Português,71.6,2024-05-20
10187,510,Matemática,57.8,2024-05-20
10188,510,Ciências,52.7,2024-05-20
10189,510,História,45.2,2024-05-20
10190,510,Geografia,64.6,2024-05-20
10191,510,Português,80.4,2024-08-25
10192,510,Matemática,76.4,2024-08-25
10193,510,Ciências,62.3,2024-08-25
10194,510,História,68.7,2024-08-25
10195,510,Geografia,75.8,2024-08-25
10196,510,Português,61.3,2024-11-10
10197,510,Matemática,52.4,2024-11-10
10198,510,Ciências,62.9,2024-11-10
10199,510,História,53.7,2024-11-10
10200,510,Geografia,81.6,2024-11-10
10201,511,Português,34.1,2024-03-15
10202,511,Matemática,21.1,2024-03-15
10203,511,Ciências,73.8,2024-03-15
10204,511,História,56.1,2024-03-15
10205,511,Geografia,43.6,2024-03-15
10206,511,Português,52.6,2024-05-20
10207,511,Matemática,21.9,2024-05-20
10208,511,Ciências,42.6,2024-05-20
10209,511,História,57.6,2024-05-20
10210,511,Geografia,82.6,2024-05-20
10211,511,Português,65.7,2024-08-25
10212,511,Matemática,34.0,2024-08-25
10213,511,Ciências,60.4,2024-08-25
10214,511,História,90.9,2024-08-25
10215,511,Geografia,62.4,2024-08-25
10216,511,Português,48.6,2024-11-10
10217,511,Matemática,31.1,2024-11-10
10218,511,Ciências,63.1,2024-11-10
10219,511,História,61.3,2024-11-10
10220,511,Geografia,77.0,2024-11-10
10221,512,Português,71.3,2024-03-15
10222,512,Matemática,72.9,2024-03-15
10223,512,Ciências,69.7,2024-03-15
10224,512,História,83.6,2024-03-15
10225,512,Geografia,63.3,2024-03-15
10226,512,Português,50.9,2024-05-20
10227,512,Matemática,15.2,2024-05-20
10228,512,Ciências,57.5,2024-05-20
10229,512,História,95.7,2024-05-20
10230,512,Geografia,62.5,2024-05-20
10231,512,Português,59.3,2024-08-25
10232,512,Matemática,49.3,2024-08-25
10233,512,Ciências,61.6,2024-08-25
10234,512,História,60.0,2024-08-25
10235,512,Geografia,90.0,2024-08-25
10236,512,Português,67.7,2024-11-10
10237,512,Matemática,65.4,2024-11-10
10238,512,Ciências,63.0,2024-11-10
10239,512,História,75.4,2024-11-10
10240,512,Geografia,93.6,2024-11-10
10241,513,Português,56.7,2024-03-15
10242,513,Matemática,32.6,2024-03-15
10243,513,Ciências,78.8,2024-03-15
10244,513,História,73.6,2024-03-15
10245,513,Geografia,58.4,2024-03-15
10246,513,Português,56.2,2024-05-20
10247,513,Matemática,90.2,2024-05-20
10248,513,Ciências,42.7,2024-05-20
10249,513,História,94.4,2024-05-20
10250,513,Geografia,61.2,2024-05-20
10251,513,Português,60.2,2024-08-25
10252,513,Matemática,32.6,2024-08-25
10253,513,Ciências,68.9,2024-08-25
10254,513,História,68.8,2024-08-25
10255,513,Geografia,51.5,2024-08-25
10256,513,Português,82.4,2024-11-10
10257,513,Matemática,79.5,2024-11-10
10258,513,Ciências,68.2,2024-11-10
10259,513,História,29.6,2024-11-10
10260,513,Geografia,63.1,2024-11-10
10261,514,Português,74.7,2024-03-15
10262,514,Matemática,27.1,2024-03-15
10263,514,Ciências,55.1,2024-03-15
10264,514,História,94.5,2024-03-15
10265,514,Geografia,55.9,2024-03-15
10266,514,Português,81.0,2024-05-20
10267,514,Matemática,34.6,2024-05-20
10268,514,Ciências,58.1,2024-05-20
10269,514,História,46.3,2024-05-20
10270,514,Geografia,66.7,2024-05-20
10271,514,Português,33.5,2024-08-25
10272,514,Matemática,72.2,2024-08-25
10273,514,Ciências,82.1,2024-08-25
